data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-10-25 17:44:13.903894;448;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Evelyn Pokora;feminino;pix
2024-10-25 18:25:14.882274;449;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Stanley Stall;masculino;pix
2024-10-26 07:53:16.792338;450;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Alfred Constantini;masculino;pix
2024-10-26 09:15:14.901878;451;Florianópolis;Tiago Lima;Smartwatch Garmin;Justin Jackson;masculino;dinheiro
2024-10-26 10:33:15.207226;452;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Willis Bean;masculino;boleto
2024-10-26 10:45:14.757214;453;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Cecile Burks;feminino;cartão de crédito
2024-10-26 11:12:15.202210;454;São Paulo;Lucas Pereira;Fone de Ouvido Sony;William Harper;masculino;dinheiro
2024-10-26 12:58:12.830027;455;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Margaret Cummings;feminino;cartão de crédito
2024-10-26 16:59:12.789845;456;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Steven Jones;masculino;cartão de crédito
2024-10-26 17:39:18.188078;457;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Ed Linzan;masculino;pix
2024-10-26 18:10:15.249585;458;Florianópolis;Gabriela Santos;Smartwatch Garmin;Paul Traxler;masculino;boleto
2024-10-27 10:38:16.849402;459;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Mercedes Walker;feminino;dinheiro
2024-10-27 11:57:14.837776;460;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Robert Page;masculino;cartão de crédito
2024-10-27 13:12:16.977648;461;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Sam Mason;masculino;cartão de crédito
2024-10-27 13:29:12.776727;462;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Grace Howell;feminino;pix
2024-10-27 13:37:17.136820;463;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Chester Lynn;masculino;boleto
2024-10-27 17:27:12.777734;464;São Paulo;Lucas Pereira;Smartwatch Garmin;Jacob Trowell;masculino;boleto
2024-10-27 18:11:15.119517;465;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Dennis Hines;masculino;cartão de crédito
2024-10-28 10:42:13.691893;466;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Monica Turner;feminino;boleto
2024-10-28 10:56:12.821938;467;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Mark Brown;masculino;boleto
2024-10-28 13:04:17.611906;468;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Louisa Cross;feminino;dinheiro
2024-10-28 17:47:16.338391;469;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Blake Garcia;masculino;cartão de crédito
2024-10-29 10:47:14.578855;470;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Bill Adams;masculino;pix
2024-10-29 14:03:15.343106;471;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Leo Whitfield;masculino;pix
2024-10-29 16:21:15.045977;472;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Jan Shipman;feminino;boleto
2024-10-29 18:22:12.928597;473;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Laura Jordan;feminino;dinheiro
2024-10-30 09:32:17.091531;474;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Claude Montgomery;masculino;pix
2024-10-30 10:14:16.591715;475;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Kirsten Bryant;feminino;dinheiro
2024-10-30 13:04:17.748263;476;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Kathy Howard;feminino;pix
2024-10-30 13:58:17.248697;477;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Ronald Cowen;masculino;cartão de crédito
2024-10-30 14:03:14.842824;478;São Paulo;Ana Oliveira;Smartwatch Garmin;John Schaffner;masculino;cartão de crédito
2024-10-30 16:20:17.034745;479;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Kimberly Biggs;feminino;pix
2024-10-31 08:05:13.000318;480;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;William Rodriguez;masculino;pix
2024-10-31 08:24:13.348394;481;Florianópolis;Tiago Lima;Tablet Apple Ipad;Robert Acosta;masculino;cartão de crédito
2024-10-31 09:01:17.535690;482;São Paulo;Ana Oliveira;Tablet Apple Ipad;Michael Scott;masculino;pix
2024-10-31 10:23:14.515187;483;São Paulo;Lucas Pereira;Fone de Ouvido Sony;David Fischer;masculino;boleto
2024-10-31 10:53:14.901878;484;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;James Lim;masculino;cartão de crédito
2024-10-31 13:55:17.695010;485;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Linda Massie;feminino;boleto
2024-10-31 14:31:18.256344;486;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Douglas Mcdaniel;masculino;dinheiro
2024-10-31 17:15:14.074535;487;Florianópolis;Gabriela Santos;Smartwatch Garmin;Jesica Claar;feminino;boleto
2024-11-01 08:36:14.928903;488;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Doreen Smith;feminino;pix
2024-11-01 10:34:16.347456;489;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Sean Brown;masculino;boleto
2024-11-01 13:44:16.961446;490;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Danny Kinneman;masculino;cartão de crédito
2024-11-02 09:26:13.976637;491;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Marvin Adams;masculino;cartão de crédito
2024-11-02 09:34:17.629042;492;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Viola Chambers;feminino;boleto
2024-11-02 11:17:12.760249;493;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Janeen Willie;feminino;cartão de crédito
2024-11-02 16:14:16.064389;494;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Ernest Rodrigue;masculino;boleto
2024-11-02 17:37:15.138680;495;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Catarina Bulow;feminino;boleto
2024-11-02 18:05:14.792588;496;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Joe Reyes;masculino;pix
2024-11-03 09:19:16.085640;497;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Martha Khim;feminino;dinheiro
2024-11-03 09:29:14.083543;498;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Aaron Adams;masculino;cartão de crédito
2024-11-03 10:08:15.925456;499;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Daniel Miller;masculino;pix
2024-11-03 10:09:17.075293;500;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Ruby Lee;feminino;dinheiro
2024-11-03 12:36:13.527694;501;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Julie Vandyke;feminino;boleto
2024-11-03 13:06:13.693912;502;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Michael Koetter;masculino;pix
2024-11-03 13:28:13.920055;503;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Stanley Renaud;masculino;boleto
2024-11-03 14:47:14.168075;504;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Joseph Mullins;masculino;cartão de crédito
2024-11-03 16:10:17.816605;505;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Ethel Sporle;feminino;cartão de crédito
2024-11-04 08:46:17.774716;506;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Linda Mariani;feminino;boleto
2024-11-04 08:53:17.060006;507;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Marjorie Forsythe;feminino;cartão de crédito
2024-11-04 09:41:13.757065;508;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Kathryn Winters;feminino;boleto
2024-11-04 10:17:12.894057;509;Florianópolis;Tiago Lima;Smartwatch Garmin;Martha Giles;feminino;dinheiro
2024-11-04 10:39:16.182305;510;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Vera Simons;feminino;boleto
2024-11-04 13:37:14.336227;511;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Zachary Sheppard;masculino;boleto
2024-11-04 15:37:15.728664;512;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Rafael Solis;masculino;dinheiro
2024-11-04 17:17:14.916892;513;São Paulo;Ana Oliveira;Tablet Apple Ipad;Christopher Young;masculino;cartão de crédito
2024-11-04 18:04:18.271457;514;Florianópolis;Gabriela Santos;Smartwatch Garmin;Diane Whitman;feminino;pix
2024-11-05 08:56:16.065390;515;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Janice Molitor;feminino;boleto
2024-11-05 09:19:16.898378;516;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Barbara Ruehle;feminino;boleto
2024-11-05 09:53:14.292553;517;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;George Beacom;masculino;dinheiro
2024-11-05 10:23:17.924277;518;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Mabel Sowers;feminino;dinheiro
2024-11-05 11:00:13.347389;519;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Jackie Hoff;masculino;pix
2024-11-05 17:18:14.029305;520;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Ethel Smith;feminino;dinheiro
2024-11-05 17:54:16.653066;521;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Ian Marcus;masculino;pix
2024-11-05 18:15:14.900877;522;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Gina Houston;feminino;cartão de crédito
2024-11-05 18:35:15.353143;523;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Ronald Mcclintock;masculino;dinheiro
2024-11-06 07:50:14.759228;524;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;John Edward;masculino;boleto
2024-11-06 08:14:17.749317;525;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Robert Zamora;masculino;boleto
2024-11-06 08:54:15.342103;526;Florianópolis;Tiago Lima;Notebook Dell Inspiron;David Herrera;masculino;boleto
2024-11-06 10:30:13.671741;527;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Rhonda Ho;feminino;dinheiro
2024-11-06 13:14:13.883243;528;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Michael Higgins;masculino;dinheiro
2024-11-06 14:52:14.975292;529;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Rickey Toney;masculino;dinheiro
2024-11-06 17:53:17.714761;530;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Jack Hesser;masculino;pix
2024-11-06 18:21:14.194525;531;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Karen Langley;feminino;dinheiro
2024-11-07 16:26:17.414528;532;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Eric Mercado;masculino;dinheiro
2024-11-08 07:39:15.704479;533;Florianópolis;Tiago Lima;Smartwatch Garmin;Martha Magaldi;feminino;cartão de crédito
2024-11-08 09:30:16.137797;534;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Lyle Estelle;masculino;dinheiro
2024-11-08 18:34:14.887298;535;São Paulo;Ana Oliveira;Fone de Ouvido Sony;James Rodrigez;masculino;boleto
2024-11-09 08:40:16.561283;536;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Jama Lembo;feminino;cartão de crédito
2024-11-09 11:04:17.608896;537;São Paulo;Lucas Pereira;Smartwatch Garmin;Jennifer Miller;feminino;cartão de crédito
2024-11-09 17:37:15.365248;538;Florianópolis;Tiago Lima;Smartwatch Garmin;Hope Landing;feminino;boleto
2024-11-10 10:03:16.830113;539;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Bernice Rimple;feminino;pix
2024-11-10 15:55:14.690883;540;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Alisha Bishop;feminino;pix
2024-11-11 07:49:15.652587;541;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Claudia Miah;feminino;pix
2024-11-11 11:23:14.757214;542;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Jennifer Smith;feminino;cartão de crédito
2024-11-11 14:01:16.136794;543;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Nancy Rogers;feminino;boleto
2024-11-11 14:03:12.993742;544;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Richard Maine;masculino;dinheiro
2024-11-11 14:06:15.527585;545;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Henry Jennings;masculino;dinheiro
2024-11-12 10:45:18.273462;546;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Brenda Lindsey;feminino;dinheiro
2024-11-12 11:14:16.892337;547;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Julie Clark;feminino;cartão de crédito
2024-11-12 11:42:14.827713;548;São Paulo;Ana Oliveira;Notebook Dell Inspiron;James Hill;masculino;dinheiro
2024-11-13 08:47:17.540713;549;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Steven Tranter;masculino;pix
2024-11-13 10:53:16.777221;550;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Jeffrey Whitesides;masculino;cartão de crédito
2024-11-13 12:57:14.219329;551;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Carlie Norman;feminino;dinheiro
2024-11-13 14:05:17.049879;552;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Cary Stout;feminino;dinheiro
2024-11-13 17:38:15.129625;553;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Dora Logue;feminino;dinheiro
2024-11-13 18:09:14.909885;554;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Ruby Christie;feminino;pix
2024-11-13 18:22:16.063388;555;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Rosetta Marks;feminino;boleto
2024-11-14 07:40:14.426860;556;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Everett Woodyard;masculino;dinheiro
2024-11-14 08:55:16.038366;557;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Ivy Johnson;feminino;cartão de crédito
2024-11-14 12:42:17.699037;558;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Tim Hasan;masculino;boleto
2024-11-14 13:36:17.704706;559;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Wilbert Sudduth;masculino;cartão de crédito
2024-11-14 15:16:17.702697;560;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Thomas Walters;masculino;cartão de crédito
2024-11-14 15:42:13.623320;561;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Tommy Snider;masculino;cartão de crédito
2024-11-15 08:25:16.856449;562;São Paulo;Lucas Pereira;Smartwatch Garmin;Joan Conover;feminino;dinheiro
2024-11-15 11:38:18.371002;563;Florianópolis;Gabriela Santos;Smartwatch Garmin;David Obiesie;masculino;dinheiro
2024-11-15 13:33:17.952522;564;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Raymond Badillo;masculino;cartão de crédito
2024-11-15 14:47:17.014503;565;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Michael Barrera;masculino;pix
2024-11-16 07:50:18.226991;566;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Patrick Patrick;masculino;boleto
2024-11-16 08:38:13.926095;567;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Michelle Sughrue;feminino;pix
2024-11-16 09:39:14.278090;568;Florianópolis;Gabriela Santos;Smartwatch Garmin;Marquita Bedard;feminino;pix
2024-11-16 13:49:13.123948;569;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Angela Foster;feminino;cartão de crédito
2024-11-16 14:29:16.337385;570;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Maxine Hernandez;feminino;boleto
2024-11-16 16:02:15.401148;571;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Janell Snow;feminino;cartão de crédito
2024-11-16 17:13:15.097982;572;São Paulo;Lucas Pereira;Smartwatch Garmin;Joseph Greene;masculino;cartão de crédito
2024-11-16 17:16:13.108737;573;Florianópolis;Tiago Lima;Smartwatch Garmin;Joyce Spencer;feminino;pix
2024-11-16 17:27:14.718917;574;Florianópolis;Tiago Lima;Smartwatch Garmin;Katherine Carter;feminino;dinheiro
2024-11-16 17:27:17.632056;575;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Emily Brigham;feminino;cartão de crédito
2024-11-17 08:21:14.826708;576;São Paulo;Lucas Pereira;Smartwatch Garmin;Patrick Gilliam;masculino;boleto
2024-11-17 09:51:14.510153;577;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Victoria Ashburn;feminino;pix
2024-11-17 12:28:14.352341;578;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Joanne Coleman;feminino;pix
2024-11-17 17:11:14.098056;579;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Robert Lee;masculino;dinheiro
2024-11-17 17:27:17.583156;580;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Kenneth Hamblen;masculino;boleto
2024-11-17 18:04:14.155778;581;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Christina Phelps;feminino;boleto
2024-11-18 09:23:13.854991;582;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Jerry Bergeron;masculino;dinheiro
2024-11-18 09:42:12.816747;583;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Luis Tudor;masculino;boleto
2024-11-18 10:17:15.246553;584;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Donald Davis;masculino;pix
2024-11-18 11:07:14.810317;585;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;Fabian Ong;masculino;pix
2024-11-18 11:28:16.855443;586;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Christine Moore;feminino;pix
2024-11-18 11:42:16.933196;587;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Rupert Guzman;masculino;boleto
2024-11-18 11:45:17.886506;588;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Sara Tiffany;feminino;pix
2024-11-18 14:25:13.963519;589;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;David Barker;masculino;dinheiro
2024-11-18 15:38:17.250725;590;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Marilyn Gearhart;feminino;dinheiro
2024-11-19 11:31:13.841821;591;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Constance Beltran;feminino;dinheiro
2024-11-19 12:57:14.890365;592;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Thomas Hultgren;masculino;cartão de crédito
2024-11-19 13:53:14.137565;593;São Paulo;Ana Oliveira;Fone de Ouvido Sony;William Gillis;masculino;dinheiro
2024-11-19 14:52:17.416533;594;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Marcie Beasley;feminino;boleto
2024-11-19 15:21:16.256729;595;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Carol Smith;feminino;dinheiro
2024-11-19 18:32:17.837832;596;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Cynthia Ortega;feminino;pix
2024-11-20 09:23:14.503118;597;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Thomas Saur;masculino;pix
2024-11-20 13:38:16.592718;598;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Karen Krans;feminino;dinheiro
2024-11-20 14:31:15.286935;599;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Ashton Moore;feminino;dinheiro
2024-11-20 16:18:15.352140;600;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Robert Smith;masculino;cartão de crédito
2024-11-20 18:10:14.768380;601;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Latina Elmore;feminino;pix
2024-11-20 18:25:15.980452;602;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Nancy Downey;feminino;pix
2024-11-21 07:54:14.284129;603;São Paulo;Ana Oliveira;Smartwatch Garmin;Brett Jamison;masculino;pix
2024-11-21 09:34:15.860567;604;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Timothy Miller;masculino;pix
2024-11-21 10:28:13.688866;605;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Ruth Mele;feminino;pix
2024-11-21 11:27:16.857454;606;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Sam Hock;masculino;dinheiro
2024-11-22 09:26:13.396471;607;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Darlene Nelson;feminino;boleto
2024-11-22 10:56:14.954121;608;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;George Aceuedo;masculino;cartão de crédito
2024-11-22 13:12:15.925456;609;Porto Alegre;Mariana Gomes;Smartphone Samsung Galaxy;Clarence Blake;masculino;pix
2024-11-22 14:43:17.480601;610;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Mandy Hightower;feminino;pix
2024-11-23 11:12:17.252730;611;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Beulah Brown;feminino;boleto
2024-11-23 12:05:14.791586;612;Florianópolis;Tiago Lima;Smartwatch Garmin;Lottie Holmes;feminino;cartão de crédito
2024-11-23 12:23:18.391207;613;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Karen May;feminino;cartão de crédito
2024-11-23 12:30:16.681442;614;Florianópolis;Tiago Lima;Tablet Apple Ipad;William Davis;masculino;boleto
2024-11-23 13:55:17.536700;615;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Many Harvey;feminino;pix
2024-11-23 14:12:17.090523;616;Florianópolis;Tiago Lima;Tablet Apple Ipad;David Satterwhite;masculino;pix
2024-11-23 18:36:14.719919;617;São Paulo;Ana Oliveira;Smartwatch Garmin;Paula Brown;feminino;pix
2024-11-24 08:53:16.849402;618;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Donald Banks;masculino;dinheiro
2024-11-24 09:06:14.127237;619;São Paulo;Lucas Pereira;Smartwatch Garmin;Mary Granados;feminino;dinheiro
2024-11-24 11:16:14.915890;620;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;John Mcintosh;masculino;pix
2024-11-24 14:09:16.373850;621;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;James Higgins;masculino;pix
2024-11-24 18:23:13.303506;622;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Cynthia Morrow;feminino;cartão de crédito
2024-11-25 09:24:14.815423;623;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Wendy Zins;feminino;dinheiro
2024-11-25 09:26:14.921896;624;São Paulo;Ana Oliveira;Tablet Apple Ipad;Christopher Carter;masculino;pix
2024-11-25 11:25:14.688877;625;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Russell Nolan;masculino;boleto
2024-11-25 11:30:15.048980;626;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Earl Becerra;masculino;dinheiro
2024-11-25 15:13:15.779142;627;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Maria Johnson;feminino;cartão de crédito
2024-11-25 16:29:17.377067;628;São Paulo;Lucas Pereira;Tablet Apple Ipad;Reginald Auton;masculino;cartão de crédito
2024-11-25 16:30:15.276824;629;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;James Neighbors;masculino;cartão de crédito
2024-11-26 10:08:18.055227;630;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Steven Pfaff;masculino;boleto
2024-11-26 10:28:17.287105;631;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Renee Ramos;feminino;dinheiro
2024-11-26 10:53:17.020543;632;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Benita Gilbert;feminino;cartão de crédito
2024-11-26 11:27:15.126613;633;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Grace Robinson;feminino;cartão de crédito
2024-11-26 11:59:15.933545;634;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Kyle Wood;masculino;pix
2024-11-26 12:17:13.018647;635;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;George Melton;masculino;boleto
2024-11-26 13:12:16.296353;636;Florianópolis;Tiago Lima;Smartwatch Garmin;Terri Mixon;feminino;boleto
2024-11-26 16:45:14.584878;637;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Brain Mcdougald;masculino;dinheiro
2024-11-27 07:59:12.957202;638;São Paulo;Ana Oliveira;Tablet Apple Ipad;Tessie Raney;feminino;boleto
2024-11-27 08:08:14.687872;639;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Naomi Love;feminino;cartão de crédito
2024-11-27 13:42:16.131757;640;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;David Gillespie;masculino;pix
2024-11-27 14:41:15.243532;641;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Celesta Hallock;feminino;cartão de crédito
2024-11-27 16:19:18.340608;642;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Lauren Parks;feminino;pix
2024-11-28 07:56:17.841958;643;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Constance Blumenstock;feminino;boleto
2024-11-28 10:15:14.587912;644;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Bruce Eschen;masculino;boleto
2024-11-28 13:32:15.304578;645;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Cornelius Carter;masculino;pix
2024-11-28 14:02:16.960443;646;São Paulo;Lucas Pereira;Smartwatch Garmin;Ruth Kirkpatrick;feminino;dinheiro
2024-11-28 14:32:14.027303;647;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Vincent Shook;masculino;dinheiro
2024-11-28 14:55:18.343620;648;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Donald Peterson;masculino;dinheiro
2024-11-29 08:45:13.837810;649;Florianópolis;Tiago Lima;Smartwatch Garmin;Brian Shouse;masculino;dinheiro
2024-11-29 12:34:17.795949;650;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Robert Alguire;masculino;boleto
2024-11-29 14:44:16.646023;651;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Elena Cunningham;feminino;pix
2024-11-29 14:58:13.716637;652;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Sherry Stutzman;feminino;boleto
2024-11-29 15:48:13.239912;653;São Paulo;Lucas Pereira;Smartwatch Garmin;Robert Pina;masculino;cartão de crédito
2024-11-30 09:23:13.820431;654;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Derek Leverenz;masculino;pix
2024-11-30 15:01:12.927591;655;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Raphael Bachman;masculino;cartão de crédito
2024-11-30 16:05:15.672719;656;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Allen Ashby;masculino;boleto
2024-12-01 09:34:18.366972;657;São Paulo;Ana Oliveira;Notebook Dell Inspiron;James Matthews;masculino;boleto
2024-12-01 10:22:13.715630;658;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Kelsey Moore;feminino;dinheiro
2024-12-01 11:43:14.434886;659;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Howard Sittre;masculino;pix
2024-12-01 12:55:16.961446;660;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Robin Jordan;feminino;boleto
2024-12-01 13:33:13.263695;661;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Blaine Dino;masculino;cartão de crédito
